dose,mu,ci_lower,ci_upper
0.0,0.11398188108105722,0.08308331652113186,0.14738175549987864
0.21232606681354452,0.1604919516380213,0.13399189091146615,0.18616282103064305
0.4697344922755988,0.19785896661401797,0.17464570278873098,0.21861656710997798
0.7817974362806787,0.23247562790396387,0.2095174550289154,0.24888755943487564
1.1601194777846122,0.26826431777327325,0.2486918157073763,0.28543582539010603
1.6187691503499466,0.3053193291189516,0.2856812013559935,0.32160487175701274
2.1748021039363987,0.3410790120031522,0.3211501394993003,0.3600477346677905
2.84889534757658,0.37234501045816243,0.35272638235481474,0.3906744086906236
3.666116158304466,0.39676015494470684,0.376131926990996,0.41627893212365163
4.656854249492381,0.413423643490408,0.39251015938665695,0.4327372398478413
5.8579518628245815,0.42285944717544705,0.4016469177429378,0.44253941188734874
7.314073808254746,0.42660752671043173,0.4051258821812281,0.4464176269558563
9.079368399158986,0.42669846011121126,0.40507733305573,0.44698290562293624
11.219481047317146,0.42519076187992794,0.4034389507446142,0.44670256359286326
13.813995396596642,0.4237482249608298,0.4011040248811991,0.44581367048143744
16.959392772949965,0.42320380628831156,0.39740396219805596,0.44637029145678964
20.772640002790027,0.42328959964833024,0.3921966812997821,0.44812026072590744
25.39553901872968,0.42279320492808964,0.386491718616201,0.45052349735074965
31.0,0.42010069297480124,0.3804571409027731,0.44846341095586106
